puzzle_num,puzzle_folder,difficulty,num_blockers,optimal_solution_length,predicted_solution_length,length_matches_optimal,solution_found,processing_time_seconds,input_tokens,reasoning_tokens,output_tokens,total_tokens,has_reasoning,reasoning_length_chars,timestamp
28,puzzle28,easy,3,3,3,True,True,14.8,448,0,1277,1725,False,0,2025-08-23T22:38:27.730695
29,puzzle29,easy,2,3,3,True,True,9.6,439,0,508,947,False,0,2025-08-23T22:38:39.329127
30,puzzle30,easy,2,3,3,True,True,9.03,438,0,764,1202,False,0,2025-08-23T22:38:50.357861
31,puzzle31,easy,2,2,2,True,True,4.66,439,0,300,739,False,0,2025-08-23T22:38:57.015542
32,puzzle32,easy,3,2,2,True,True,8.31,448,0,492,940,False,0,2025-08-23T22:39:07.321225
33,puzzle33,easy,3,2,2,True,True,10.02,448,0,749,1197,False,0,2025-08-23T22:39:19.336954
34,puzzle34,easy,3,3,3,True,True,11.42,448,0,957,1405,False,0,2025-08-23T22:39:32.753887
35,puzzle35,easy,3,4,4,True,True,33.53,449,0,1613,2062,False,0,2025-08-23T22:40:08.284387
36,puzzle36,easy,2,3,3,True,True,11.72,439,0,637,1076,False,0,2025-08-23T22:40:22.008997
37,puzzle37,easy,3,4,4,True,True,41.06,447,0,2381,2828,False,0,2025-08-23T22:41:05.065635
38,puzzle38,easy,2,2,2,True,True,5.73,439,0,428,867,False,0,2025-08-23T22:41:12.795925
39,puzzle39,easy,2,3,3,True,True,9.04,439,0,892,1331,False,0,2025-08-23T22:41:23.835596
40,puzzle40,easy,2,1,1,True,True,4.57,439,0,284,723,False,0,2025-08-23T22:41:30.407951
41,puzzle41,easy,2,1,1,True,True,9.78,439,0,348,787,False,0,2025-08-23T22:41:42.185490
42,puzzle42,easy,3,2,2,True,True,7.01,448,0,492,940,False,0,2025-08-23T22:41:51.195866
43,puzzle43,easy,3,5,5,True,True,47.68,449,0,2270,2719,False,0,2025-08-23T22:42:40.871479
44,puzzle44,easy,2,3,3,True,True,14.17,439,0,1085,1524,False,0,2025-08-23T22:42:57.040286
45,puzzle45,easy,3,3,3,True,True,28.28,448,0,2941,3389,False,0,2025-08-23T22:43:27.321927
46,puzzle46,easy,3,1,1,True,True,5.65,447,0,348,795,False,0,2025-08-23T22:43:34.968491
47,puzzle47,easy,3,3,3,True,True,11.38,447,0,957,1404,False,0,2025-08-23T22:43:48.346699
48,puzzle48,easy,2,3,3,True,True,11.06,439,0,572,1011,False,0,2025-08-23T22:44:01.411982
49,puzzle49,easy,2,1,1,True,True,5.42,438,0,220,658,False,0,2025-08-23T22:44:08.828494
50,puzzle50,easy,3,2,2,True,True,4.55,447,0,300,747,False,0,2025-08-23T22:44:15.376054
51,puzzle51,medium,5,5,6,False,True,35.89,467,0,3439,3906,False,0,2025-08-23T22:44:53.265709
52,puzzle52,medium,5,2,2,True,True,14.08,467,0,557,1024,False,0,2025-08-23T22:45:09.342417
53,puzzle53,medium,5,6,6,True,True,38.35,467,0,3823,4290,False,0,2025-08-23T22:45:49.692282
54,puzzle54,medium,4,2,2,True,True,8.8,457,0,556,1013,False,0,2025-08-23T22:46:00.487913
55,puzzle55,medium,4,4,4,True,True,19.32,457,0,1742,2199,False,0,2025-08-23T22:46:21.807101
56,puzzle56,medium,4,3,3,True,True,14.53,458,0,1341,1799,False,0,2025-08-23T22:46:38.334796
57,puzzle57,medium,5,1,1,True,True,4.15,467,0,348,815,False,0,2025-08-23T22:46:44.485779
58,puzzle58,medium,5,4,4,True,True,20.32,467,0,1870,2337,False,0,2025-08-23T22:47:06.806430
59,puzzle59,medium,5,4,4,True,True,15.43,467,0,1614,2081,False,0,2025-08-23T22:47:24.240808
60,puzzle60,medium,4,4,4,True,True,27.06,458,0,2382,2840,False,0,2025-08-23T22:47:53.298027
61,puzzle61,medium,4,5,5,True,True,36.72,457,0,2846,3303,False,0,2025-08-23T22:48:32.016564
62,puzzle62,medium,5,5,5,True,True,22.23,467,0,2078,2545,False,0,2025-08-23T22:48:56.251013
63,puzzle63,medium,4,4,4,True,True,21.78,458,0,1742,2200,False,0,2025-08-23T22:49:20.036417
64,puzzle64,medium,4,4,4,True,True,16.53,458,0,1421,1879,False,0,2025-08-23T22:49:38.570297
65,puzzle65,medium,5,2,2,True,True,7.93,467,0,813,1280,False,0,2025-08-23T22:49:48.503777
66,puzzle66,medium,4,4,4,True,True,22.99,457,0,1549,2006,False,0,2025-08-23T22:50:13.491853
67,puzzle67,medium,4,1,1,True,True,4.68,458,0,348,806,False,0,2025-08-23T22:50:20.174918
68,puzzle68,medium,4,1,1,True,True,5.34,457,0,412,869,False,0,2025-08-23T22:50:27.520379
69,puzzle69,medium,4,4,4,True,True,29.13,456,0,1870,2326,False,0,2025-08-23T22:50:58.651873
70,puzzle70,medium,4,4,4,True,True,30.16,458,0,3341,3799,False,0,2025-08-23T22:51:30.817446
71,puzzle71,medium,5,4,4,True,True,38.03,467,0,3598,4065,False,0,2025-08-23T22:52:10.849429
72,puzzle72,medium,4,1,1,True,True,5.81,457,0,284,741,False,0,2025-08-23T22:52:18.655643
73,puzzle73,medium,5,2,2,True,True,10.98,466,0,685,1151,False,0,2025-08-23T22:52:31.635992
74,puzzle74,medium,4,2,2,True,True,14.38,457,0,877,1334,False,0,2025-08-23T22:52:48.020096
75,puzzle75,medium,4,3,3,True,True,16.26,457,0,957,1414,False,0,2025-08-23T22:53:06.285126
76,puzzle76,medium,5,5,5,True,True,19.4,466,0,1694,2160,False,0,2025-08-23T22:53:27.686270
77,puzzle77,medium,4,1,1,True,True,4.42,457,0,284,741,False,0,2025-08-23T22:53:34.103424
78,puzzle78,medium,4,4,4,True,True,32.04,457,0,1998,2455,False,0,2025-08-23T22:54:08.141397
79,puzzle79,medium,4,2,2,True,True,6.56,457,0,492,949,False,0,2025-08-23T22:54:16.701318
80,puzzle80,medium,4,4,4,True,True,17.46,457,0,1806,2263,False,0,2025-08-23T22:54:36.158550
81,puzzle81,medium,5,3,3,True,True,16.43,467,0,1405,1872,False,0,2025-08-23T22:54:54.591440
82,puzzle82,medium,5,1,1,True,True,4.48,467,0,348,815,False,0,2025-08-23T22:55:01.068836
83,puzzle83,medium,5,3,3,True,True,14.77,467,0,1341,1808,False,0,2025-08-23T22:55:17.839312
84,puzzle84,medium,5,2,2,True,True,7.47,467,0,621,1088,False,0,2025-08-23T22:55:27.305489
85,puzzle85,medium,5,5,7,False,True,38.11,466,0,3905,4371,False,0,2025-08-23T22:56:07.414463
86,puzzle86,medium,4,4,4,True,True,17.03,458,0,1485,1943,False,0,2025-08-23T22:56:26.447142
87,puzzle87,medium,4,2,2,True,True,10.09,457,0,877,1334,False,0,2025-08-23T22:56:38.533361
88,puzzle88,medium,5,1,1,True,True,4.14,467,0,284,751,False,0,2025-08-23T22:56:44.675490
89,puzzle89,medium,5,4,4,True,True,21.86,467,0,1102,1569,False,0,2025-08-23T22:57:08.533903
90,puzzle90,medium,4,3,3,True,True,13.75,456,0,1277,1733,False,0,2025-08-23T22:57:24.288205
91,puzzle91,medium,5,1,1,True,True,4.77,468,0,284,752,False,0,2025-08-23T22:57:31.064753
92,puzzle92,medium,4,1,1,True,True,5.49,458,0,348,806,False,0,2025-08-23T22:57:38.552764
93,puzzle93,medium,4,1,1,True,True,7.2,457,0,476,933,False,0,2025-08-23T22:57:47.754060
94,puzzle94,medium,4,3,3,True,True,33.02,457,0,1982,2439,False,0,2025-08-23T22:58:22.777409
95,puzzle95,medium,4,2,2,True,True,11.99,458,0,748,1206,False,0,2025-08-23T22:58:36.765181
96,puzzle96,medium,5,3,3,True,True,22.42,467,0,1085,1552,False,0,2025-08-23T22:59:01.186445
97,puzzle97,medium,5,1,1,True,True,5.98,468,0,348,816,False,0,2025-08-23T22:59:09.164544
98,puzzle98,medium,4,2,2,True,True,10.71,457,0,941,1398,False,0,2025-08-23T22:59:21.875533
99,puzzle99,medium,4,3,3,True,True,9.25,458,0,765,1223,False,0,2025-08-23T22:59:33.126875
100,puzzle100,medium,4,2,2,True,True,7.56,457,0,621,1078,False,0,2025-08-23T22:59:42.683553
101,puzzle101,hard,7,10,10,True,True,171.95,486,0,10227,10713,False,0,2025-08-23T23:02:36.631719
102,puzzle102,hard,7,6,6,True,True,155.58,486,0,12976,13462,False,0,2025-08-23T23:05:14.212505
103,puzzle103,hard,7,3,3,True,True,30.27,486,0,2046,2532,False,0,2025-08-23T23:05:46.479932
104,puzzle104,hard,6,8,8,True,True,140.6,476,0,5713,6189,False,0,2025-08-23T23:08:09.079237
105,puzzle105,hard,6,3,3,True,True,18.65,476,0,1598,2074,False,0,2025-08-23T23:08:29.734327
106,puzzle106,hard,6,3,3,True,True,26.35,477,0,2493,2970,False,0,2025-08-23T23:08:58.080070
107,puzzle107,hard,7,4,4,True,True,34.86,486,0,2958,3444,False,0,2025-08-23T23:09:34.944281
108,puzzle108,hard,6,7,9,False,True,71.63,477,0,5538,6015,False,0,2025-08-23T23:10:48.573978
109,puzzle109,hard,7,8,8,True,True,85.01,487,0,4561,5048,False,0,2025-08-23T23:12:15.586354
110,puzzle110,hard,6,4,5,False,True,28.03,476,0,2207,2683,False,0,2025-08-23T23:12:45.619430
111,puzzle111,hard,7,4,6,False,True,24.96,486,0,2544,3030,False,0,2025-08-23T23:13:12.586188
112,puzzle112,hard,7,1,1,True,True,4.72,487,0,348,835,False,0,2025-08-23T23:13:19.307064
113,puzzle113,hard,6,5,5,True,True,20.43,477,0,2143,2620,False,0,2025-08-23T23:13:41.732634
114,puzzle114,hard,7,1,1,True,True,3.33,487,0,220,707,False,0,2025-08-23T23:13:47.067302
115,puzzle115,hard,7,10,10,True,True,84.21,486,0,7219,7705,False,0,2025-08-23T23:15:13.278100
116,puzzle116,hard,7,4,4,True,True,28.72,486,0,2767,3253,False,0,2025-08-23T23:15:44.002732
117,puzzle117,hard,7,6,7,False,True,241.92,486,0,12993,13479,False,0,2025-08-23T23:19:47.921002
118,puzzle118,hard,6,5,5,True,True,26.88,476,0,2591,3067,False,0,2025-08-23T23:20:16.798566
119,puzzle119,hard,6,2,2,True,True,10.29,477,0,557,1034,False,0,2025-08-23T23:20:29.088519
120,puzzle120,hard,7,4,4,True,True,16.53,487,0,1486,1973,False,0,2025-08-23T23:20:47.623970
121,puzzle121,hard,6,7,7,True,True,64.85,476,0,5568,6044,False,0,2025-08-23T23:21:54.493759
122,puzzle122,hard,7,5,7,False,True,89.36,486,0,9921,10407,False,0,2025-08-23T23:23:25.854336
123,puzzle123,hard,6,5,5,True,True,20.72,477,0,1823,2300,False,0,2025-08-23T23:23:48.572452
124,puzzle124,hard,7,3,3,True,True,47.36,486,0,1790,2276,False,0,2025-08-23T23:24:37.933345
125,puzzle125,hard,7,6,6,True,True,32.92,486,0,3376,3862,False,0,2025-08-23T23:25:12.857770
126,puzzle126,hard,6,3,3,True,True,13.97,477,0,766,1243,False,0,2025-08-23T23:25:28.826793
127,puzzle127,hard,7,3,3,True,True,13.16,486,0,958,1444,False,0,2025-08-23T23:25:43.986356
128,puzzle128,hard,6,6,6,True,True,224.61,477,0,13167,13644,False,0,2025-08-23T23:29:30.600000
129,puzzle129,hard,7,9,9,True,True,81.46,486,0,6498,6984,False,0,2025-08-23T23:30:54.060979
130,puzzle130,hard,7,7,7,True,True,48.89,486,0,4544,5030,False,0,2025-08-23T23:31:44.953025
131,puzzle131,hard,6,8,10,False,True,147.07,476,0,14707,15183,False,0,2025-08-23T23:34:14.020189
132,puzzle132,hard,7,5,5,True,True,32.13,487,0,3231,3718,False,0,2025-08-23T23:34:48.151427
133,puzzle133,hard,7,2,2,True,True,8.84,486,0,429,915,False,0,2025-08-23T23:34:58.996651
134,puzzle134,hard,7,7,7,True,True,142.7,486,0,8129,8615,False,0,2025-08-23T23:37:23.700709
135,puzzle135,hard,6,2,2,True,True,14.62,477,0,685,1162,False,0,2025-08-23T23:37:40.324240
136,puzzle136,hard,7,4,4,True,True,26.43,486,0,1743,2229,False,0,2025-08-23T23:38:08.757978
137,puzzle137,hard,6,3,3,True,True,14.71,477,0,893,1370,False,0,2025-08-23T23:38:25.471956
138,puzzle138,hard,7,5,5,True,True,31.88,486,0,3039,3525,False,0,2025-08-23T23:38:59.347921
139,puzzle139,hard,7,4,8,False,True,211.51,486,0,10194,10680,False,0,2025-08-23T23:42:32.859727
140,puzzle140,hard,7,3,3,True,True,24.73,486,0,1342,1828,False,0,2025-08-23T23:42:59.586106
141,puzzle141,hard,7,6,6,True,True,33.83,487,0,2864,3351,False,0,2025-08-23T23:43:35.421434
142,puzzle142,hard,6,1,1,True,True,4.45,478,0,348,826,False,0,2025-08-23T23:43:41.873063
143,puzzle143,hard,6,2,2,True,True,6.7,476,0,493,969,False,0,2025-08-23T23:43:50.577164
144,puzzle144,hard,6,3,3,True,True,28.6,476,0,2622,3098,False,0,2025-08-23T23:44:21.182095
145,puzzle145,hard,7,1,1,True,True,4.47,487,0,284,771,False,0,2025-08-23T23:44:27.648515
146,puzzle146,hard,7,4,4,True,True,25.17,486,0,1743,2229,False,0,2025-08-23T23:44:54.816336
147,puzzle147,hard,7,3,3,True,True,14.25,486,0,1534,2020,False,0,2025-08-23T23:45:11.065991
148,puzzle148,hard,7,4,4,True,True,38.14,486,0,1487,1973,False,0,2025-08-23T23:45:51.206270
149,puzzle149,hard,6,3,3,True,True,13.36,477,0,1405,1882,False,0,2025-08-23T23:46:06.568286
150,puzzle150,hard,6,4,4,True,True,22.68,476,0,1998,2474,False,0,2025-08-23T23:46:31.251212
